entry_ID,dustbin_id,location,filled_capacity,date,time,day_of_week
2234,1,Thane,7,2023-08-01,9:00,Tuesday
2235,1,Thane,10,2023-08-01,10:00,Tuesday
2236,1,Thane,10,2023-08-01,11:00,Tuesday
2237,1,Thane,9,2023-08-01,12:00,Tuesday
2238,1,Thane,7,2023-08-01,13:00,Tuesday
2239,1,Thane,7,2023-08-01,14:00,Tuesday
2240,1,Thane,8,2023-08-01,15:00,Tuesday
2241,1,Thane,9,2023-08-01,16:00,Tuesday
2242,1,Thane,7,2023-08-01,17:00,Tuesday
2243,1,Thane,7,2023-08-01,18:00,Tuesday
2244,1,Thane,8,2023-08-01,19:00,Tuesday
2245,2,Malad East,5,2023-08-01,8:00,Tuesday
2246,2,Malad East,7,2023-08-01,9:00,Tuesday
2247,2,Malad East,10,2023-08-01,10:00,Tuesday
2248,2,Malad East,8,2023-08-01,11:00,Tuesday
2249,2,Malad East,7,2023-08-01,12:00,Tuesday
2250,2,Malad East,8,2023-08-01,13:00,Tuesday
2251,2,Malad East,9,2023-08-01,14:00,Tuesday
2252,2,Malad East,8,2023-08-01,15:00,Tuesday
2253,2,Malad East,7,2023-08-01,16:00,Tuesday
2254,2,Malad East,8,2023-08-01,17:00,Tuesday
2255,2,Malad East,9,2023-08-01,18:00,Tuesday
2256,2,Malad East,9,2023-08-01,19:00,Tuesday
2257,3,Kandivali,4,2023-08-01,8:00,Tuesday
2258,3,Kandivali,7,2023-08-01,9:00,Tuesday
2259,3,Kandivali,10,2023-08-01,10:00,Tuesday
2260,3,Kandivali,10,2023-08-01,11:00,Tuesday
2261,3,Kandivali,10,2023-08-01,12:00,Tuesday
2262,3,Kandivali,8,2023-08-01,13:00,Tuesday
2263,3,Kandivali,9,2023-08-01,14:00,Tuesday
2264,3,Kandivali,7,2023-08-01,15:00,Tuesday
2265,3,Kandivali,7,2023-08-01,16:00,Tuesday
2266,3,Kandivali,9,2023-08-01,17:00,Tuesday
2267,3,Kandivali,9,2023-08-01,18:00,Tuesday
2268,3,Kandivali,9,2023-08-01,19:00,Tuesday
2269,4,Goregaon East,3,2023-08-01,8:00,Tuesday
2270,4,Goregaon East,4,2023-08-01,9:00,Tuesday
2271,4,Goregaon East,2,2023-08-01,10:00,Tuesday
2272,4,Goregaon East,5,2023-08-01,11:00,Tuesday
2273,4,Goregaon East,5,2023-08-01,12:00,Tuesday
2274,4,Goregaon East,7,2023-08-01,13:00,Tuesday
2275,4,Goregaon East,7,2023-08-01,14:00,Tuesday
2276,4,Goregaon East,8,2023-08-01,15:00,Tuesday
2277,4,Goregaon East,7,2023-08-01,16:00,Tuesday
2278,4,Goregaon East,9,2023-08-01,17:00,Tuesday
2279,4,Goregaon East,8,2023-08-01,18:00,Tuesday
2280,4,Goregaon East,7,2023-08-01,19:00,Tuesday
2281,5,Andheri West,4,2023-08-01,8:00,Tuesday
2282,5,Andheri West,7,2023-08-01,9:00,Tuesday
2283,5,Andheri West,9,2023-08-01,10:00,Tuesday
2284,5,Andheri West,7,2023-08-01,11:00,Tuesday
2285,5,Andheri West,9,2023-08-01,12:00,Tuesday
2286,5,Andheri West,9,2023-08-01,13:00,Tuesday
2287,5,Andheri West,8,2023-08-01,14:00,Tuesday
2288,5,Andheri West,8,2023-08-01,15:00,Tuesday
2289,5,Andheri West,8,2023-08-01,16:00,Tuesday
2290,5,Andheri West,8,2023-08-01,17:00,Tuesday
2291,5,Andheri West,7,2023-08-01,18:00,Tuesday
2292,5,Andheri West,9,2023-08-01,19:00,Tuesday
2293,6,Pathanwadi,4,2023-08-01,8:00,Tuesday
2294,6,Pathanwadi,5,2023-08-01,9:00,Tuesday
2295,6,Pathanwadi,6,2023-08-01,10:00,Tuesday
2296,6,Pathanwadi,7,2023-08-01,11:00,Tuesday
2297,6,Pathanwadi,9,2023-08-01,12:00,Tuesday
2298,6,Pathanwadi,7,2023-08-01,13:00,Tuesday
2299,6,Pathanwadi,9,2023-08-01,14:00,Tuesday
2300,6,Pathanwadi,9,2023-08-01,15:00,Tuesday
2301,6,Pathanwadi,8,2023-08-01,16:00,Tuesday
2302,6,Pathanwadi,7,2023-08-01,17:00,Tuesday
2303,6,Pathanwadi,9,2023-08-01,18:00,Tuesday
2304,6,Pathanwadi,8,2023-08-01,19:00,Tuesday
2305,1,Thane,5,2023-08-02,8:00,Wednesday
2306,1,Thane,8,2023-08-02,9:00,Wednesday
2307,1,Thane,9,2023-08-02,10:00,Wednesday
2308,1,Thane,9,2023-08-02,11:00,Wednesday
2309,1,Thane,8,2023-08-02,12:00,Wednesday
2310,1,Thane,9,2023-08-02,13:00,Wednesday
2311,1,Thane,8,2023-08-02,14:00,Wednesday
2312,1,Thane,9,2023-08-02,15:00,Wednesday
2313,1,Thane,8,2023-08-02,16:00,Wednesday
2314,1,Thane,9,2023-08-02,17:00,Wednesday
2315,1,Thane,8,2023-08-02,18:00,Wednesday
2316,1,Thane,9,2023-08-02,19:00,Wednesday
2317,2,Malad East,3,2023-08-02,8:00,Wednesday
2318,2,Malad East,6,2023-08-02,9:00,Wednesday
2319,2,Malad East,9,2023-08-02,10:00,Wednesday
2320,2,Malad East,10,2023-08-02,11:00,Wednesday
2321,2,Malad East,10,2023-08-02,12:00,Wednesday
2322,2,Malad East,9,2023-08-02,13:00,Wednesday
2323,2,Malad East,9,2023-08-02,14:00,Wednesday
2324,2,Malad East,7,2023-08-02,15:00,Wednesday
2325,2,Malad East,7,2023-08-02,16:00,Wednesday
2326,2,Malad East,7,2023-08-02,17:00,Wednesday
2327,2,Malad East,8,2023-08-02,18:00,Wednesday
2328,2,Malad East,8,2023-08-02,19:00,Wednesday
2329,3,Kandivali,4,2023-08-02,8:00,Wednesday
2330,3,Kandivali,6,2023-08-02,9:00,Wednesday
2331,3,Kandivali,7,2023-08-02,10:00,Wednesday
2332,3,Kandivali,9,2023-08-02,11:00,Wednesday
2333,3,Kandivali,10,2023-08-02,12:00,Wednesday
2334,3,Kandivali,10,2023-08-02,13:00,Wednesday
2335,3,Kandivali,10,2023-08-02,14:00,Wednesday
2336,3,Kandivali,10,2023-08-02,15:00,Wednesday
2337,3,Kandivali,10,2023-08-02,16:00,Wednesday
2338,3,Kandivali,10,2023-08-02,17:00,Wednesday
2339,3,Kandivali,10,2023-08-02,18:00,Wednesday
2340,3,Kandivali,10,2023-08-02,19:00,Wednesday
2341,4,Goregaon East,3,2023-08-02,8:00,Wednesday
2342,4,Goregaon East,4,2023-08-02,9:00,Wednesday
2343,4,Goregaon East,6,2023-08-02,10:00,Wednesday
2344,4,Goregaon East,7,2023-08-02,11:00,Wednesday
2345,4,Goregaon East,9,2023-08-02,12:00,Wednesday
2346,4,Goregaon East,10,2023-08-02,13:00,Wednesday
2347,4,Goregaon East,10,2023-08-02,14:00,Wednesday
2348,4,Goregaon East,10,2023-08-02,15:00,Wednesday
2349,4,Goregaon East,10,2023-08-02,16:00,Wednesday
2350,4,Goregaon East,10,2023-08-02,17:00,Wednesday
2351,4,Goregaon East,10,2023-08-02,18:00,Wednesday
2352,4,Goregaon East,10,2023-08-02,19:00,Wednesday
2353,5,Andheri West,2,2023-08-02,8:00,Wednesday
2354,5,Andheri West,5,2023-08-02,9:00,Wednesday
2355,5,Andheri West,6,2023-08-02,10:00,Wednesday
2356,5,Andheri West,5,2023-08-02,11:00,Wednesday
2357,5,Andheri West,6,2023-08-02,12:00,Wednesday
2358,5,Andheri West,7,2023-08-02,13:00,Wednesday
2359,5,Andheri West,9,2023-08-02,14:00,Wednesday
2360,5,Andheri West,9,2023-08-02,15:00,Wednesday
2361,5,Andheri West,8,2023-08-02,16:00,Wednesday
2362,5,Andheri West,7,2023-08-02,17:00,Wednesday
2363,5,Andheri West,9,2023-08-02,18:00,Wednesday
2364,5,Andheri West,8,2023-08-02,19:00,Wednesday
2365,6,Pathanwadi,2,2023-08-02,8:00,Wednesday
2366,6,Pathanwadi,5,2023-08-02,9:00,Wednesday
2367,6,Pathanwadi,7,2023-08-02,10:00,Wednesday
2368,6,Pathanwadi,8,2023-08-02,11:00,Wednesday
2369,6,Pathanwadi,10,2023-08-02,12:00,Wednesday
2370,6,Pathanwadi,7,2023-08-02,13:00,Wednesday
2371,6,Pathanwadi,9,2023-08-02,14:00,Wednesday
2372,6,Pathanwadi,7,2023-08-02,15:00,Wednesday
2373,6,Pathanwadi,9,2023-08-02,16:00,Wednesday
2374,6,Pathanwadi,8,2023-08-02,17:00,Wednesday
2375,6,Pathanwadi,8,2023-08-02,18:00,Wednesday
2376,6,Pathanwadi,7,2023-08-02,19:00,Wednesday
2377,1,Thane,5,2023-08-03,8:00,Thursday
2378,1,Thane,6,2023-08-03,9:00,Thursday
2379,1,Thane,8,2023-08-03,10:00,Thursday
2380,1,Thane,7,2023-08-03,11:00,Thursday
2381,1,Thane,7,2023-08-03,12:00,Thursday
2382,1,Thane,9,2023-08-03,13:00,Thursday
2383,1,Thane,7,2023-08-03,14:00,Thursday
2384,1,Thane,7,2023-08-03,15:00,Thursday
2385,1,Thane,9,2023-08-03,16:00,Thursday
2386,1,Thane,9,2023-08-03,17:00,Thursday
2387,1,Thane,7,2023-08-03,18:00,Thursday
2388,1,Thane,7,2023-08-03,19:00,Thursday
2389,2,Malad East,3,2023-08-03,8:00,Thursday
2390,2,Malad East,5,2023-08-03,9:00,Thursday
2391,2,Malad East,5,2023-08-03,10:00,Thursday
2392,2,Malad East,5,2023-08-03,11:00,Thursday
2393,2,Malad East,7,2023-08-03,12:00,Thursday
2394,2,Malad East,9,2023-08-03,13:00,Thursday
2395,2,Malad East,7,2023-08-03,14:00,Thursday
2396,2,Malad East,7,2023-08-03,15:00,Thursday
2397,2,Malad East,8,2023-08-03,16:00,Thursday
2398,2,Malad East,8,2023-08-03,17:00,Thursday
2399,2,Malad East,7,2023-08-03,18:00,Thursday
2400,2,Malad East,7,2023-08-03,19:00,Thursday
2401,3,Kandivali,4,2023-08-03,8:00,Thursday
2402,3,Kandivali,7,2023-08-03,9:00,Thursday
2403,3,Kandivali,9,2023-08-03,10:00,Thursday
2404,3,Kandivali,7,2023-08-03,11:00,Thursday
2405,3,Kandivali,9,2023-08-03,12:00,Thursday
2406,3,Kandivali,7,2023-08-03,13:00,Thursday
2407,3,Kandivali,8,2023-08-03,14:00,Thursday
2408,3,Kandivali,8,2023-08-03,15:00,Thursday
2409,3,Kandivali,7,2023-08-03,16:00,Thursday
2410,3,Kandivali,8,2023-08-03,17:00,Thursday
2411,3,Kandivali,8,2023-08-03,18:00,Thursday
2412,3,Kandivali,9,2023-08-03,19:00,Thursday
2413,4,Goregaon East,5,2023-08-03,8:00,Thursday
2414,4,Goregaon East,8,2023-08-03,9:00,Thursday
2415,4,Goregaon East,9,2023-08-03,10:00,Thursday
2416,4,Goregaon East,7,2023-08-03,11:00,Thursday
2417,4,Goregaon East,9,2023-08-03,12:00,Thursday
2418,4,Goregaon East,9,2023-08-03,13:00,Thursday
2419,4,Goregaon East,7,2023-08-03,14:00,Thursday
2420,4,Goregaon East,9,2023-08-03,15:00,Thursday
2421,4,Goregaon East,7,2023-08-03,16:00,Thursday
2422,4,Goregaon East,7,2023-08-03,17:00,Thursday
2423,4,Goregaon East,8,2023-08-03,18:00,Thursday
2424,4,Goregaon East,9,2023-08-03,19:00,Thursday
2425,5,Andheri West,4,2023-08-03,8:00,Thursday
2426,5,Andheri West,6,2023-08-03,9:00,Thursday
2427,5,Andheri West,7,2023-08-03,10:00,Thursday
2428,5,Andheri West,8,2023-08-03,11:00,Thursday
2429,5,Andheri West,10,2023-08-03,12:00,Thursday
2430,5,Andheri West,8,2023-08-03,13:00,Thursday
2431,5,Andheri West,7,2023-08-03,14:00,Thursday
2432,5,Andheri West,9,2023-08-03,15:00,Thursday
2433,5,Andheri West,7,2023-08-03,16:00,Thursday
2434,5,Andheri West,7,2023-08-03,17:00,Thursday
2435,5,Andheri West,9,2023-08-03,18:00,Thursday
2436,5,Andheri West,7,2023-08-03,19:00,Thursday
2437,6,Pathanwadi,2,2023-08-03,8:00,Thursday
2438,6,Pathanwadi,5,2023-08-03,9:00,Thursday
2439,6,Pathanwadi,6,2023-08-03,10:00,Thursday
2440,6,Pathanwadi,9,2023-08-03,11:00,Thursday
2441,6,Pathanwadi,8,2023-08-03,12:00,Thursday
2442,6,Pathanwadi,7,2023-08-03,13:00,Thursday
2443,6,Pathanwadi,9,2023-08-03,14:00,Thursday
2444,6,Pathanwadi,7,2023-08-03,15:00,Thursday
2445,6,Pathanwadi,8,2023-08-03,16:00,Thursday
2446,6,Pathanwadi,8,2023-08-03,17:00,Thursday
2447,6,Pathanwadi,8,2023-08-03,18:00,Thursday
2448,6,Pathanwadi,7,2023-08-03,19:00,Thursday
2449,1,Thane,2,2023-08-04,8:00,Friday
2450,1,Thane,5,2023-08-04,9:00,Friday
2451,1,Thane,8,2023-08-04,10:00,Friday
2452,1,Thane,9,2023-08-04,11:00,Friday
2453,1,Thane,10,2023-08-04,12:00,Friday
2454,1,Thane,9,2023-08-04,13:00,Friday
2455,1,Thane,9,2023-08-04,14:00,Friday
2456,1,Thane,8,2023-08-04,15:00,Friday
2457,1,Thane,9,2023-08-04,16:00,Friday
2458,1,Thane,9,2023-08-04,17:00,Friday
2459,1,Thane,8,2023-08-04,18:00,Friday
2460,1,Thane,8,2023-08-04,19:00,Friday
2461,2,Malad East,5,2023-08-04,8:00,Friday
2462,2,Malad East,6,2023-08-04,9:00,Friday
2463,2,Malad East,8,2023-08-04,10:00,Friday
2464,2,Malad East,8,2023-08-04,11:00,Friday
2465,2,Malad East,8,2023-08-04,12:00,Friday
2466,2,Malad East,8,2023-08-04,13:00,Friday
2467,2,Malad East,7,2023-08-04,14:00,Friday
2468,2,Malad East,7,2023-08-04,15:00,Friday
2469,2,Malad East,9,2023-08-04,16:00,Friday
2470,2,Malad East,7,2023-08-04,17:00,Friday
2471,2,Malad East,8,2023-08-04,18:00,Friday
2472,2,Malad East,8,2023-08-04,19:00,Friday
2473,3,Kandivali,4,2023-08-04,8:00,Friday
2474,3,Kandivali,5,2023-08-04,9:00,Friday
2475,3,Kandivali,7,2023-08-04,10:00,Friday
2476,3,Kandivali,9,2023-08-04,11:00,Friday
2477,3,Kandivali,9,2023-08-04,12:00,Friday
2478,3,Kandivali,8,2023-08-04,13:00,Friday
2479,3,Kandivali,7,2023-08-04,14:00,Friday
2480,3,Kandivali,9,2023-08-04,15:00,Friday
2481,3,Kandivali,9,2023-08-04,16:00,Friday
2482,3,Kandivali,7,2023-08-04,17:00,Friday
2483,3,Kandivali,7,2023-08-04,18:00,Friday
2484,3,Kandivali,9,2023-08-04,19:00,Friday
2485,4,Goregaon East,3,2023-08-04,8:00,Friday
2486,4,Goregaon East,4,2023-08-04,9:00,Friday
2487,4,Goregaon East,6,2023-08-04,10:00,Friday
2488,4,Goregaon East,7,2023-08-04,11:00,Friday
2489,4,Goregaon East,6,2023-08-04,12:00,Friday
2490,4,Goregaon East,8,2023-08-04,13:00,Friday
2491,4,Goregaon East,7,2023-08-04,14:00,Friday
2492,4,Goregaon East,8,2023-08-04,15:00,Friday
2493,4,Goregaon East,9,2023-08-04,16:00,Friday
2494,4,Goregaon East,9,2023-08-04,17:00,Friday
2495,4,Goregaon East,9,2023-08-04,18:00,Friday
2496,4,Goregaon East,9,2023-08-04,19:00,Friday
2497,5,Andheri West,5,2023-08-04,8:00,Friday
2498,5,Andheri West,8,2023-08-04,9:00,Friday
2499,5,Andheri West,10,2023-08-04,10:00,Friday
2500,5,Andheri West,10,2023-08-04,11:00,Friday
2501,5,Andheri West,10,2023-08-04,12:00,Friday
2502,5,Andheri West,10,2023-08-04,13:00,Friday
2503,5,Andheri West,10,2023-08-04,14:00,Friday
2504,5,Andheri West,10,2023-08-04,15:00,Friday
2505,5,Andheri West,10,2023-08-04,16:00,Friday
2506,5,Andheri West,10,2023-08-04,17:00,Friday
2507,5,Andheri West,10,2023-08-04,18:00,Friday
2508,5,Andheri West,10,2023-08-04,19:00,Friday
2509,6,Pathanwadi,3,2023-08-04,8:00,Friday
2510,6,Pathanwadi,6,2023-08-04,9:00,Friday
2511,6,Pathanwadi,8,2023-08-04,10:00,Friday
2512,6,Pathanwadi,10,2023-08-04,11:00,Friday
2513,6,Pathanwadi,10,2023-08-04,12:00,Friday
2514,6,Pathanwadi,8,2023-08-04,13:00,Friday
2515,6,Pathanwadi,9,2023-08-04,14:00,Friday
2516,6,Pathanwadi,9,2023-08-04,15:00,Friday
2517,6,Pathanwadi,9,2023-08-04,16:00,Friday
2518,6,Pathanwadi,8,2023-08-04,17:00,Friday
2519,6,Pathanwadi,7,2023-08-04,18:00,Friday
2520,6,Pathanwadi,8,2023-08-04,19:00,Friday
2521,1,Thane,3,2023-08-05,8:00,Saturday
2522,1,Thane,6,2023-08-05,9:00,Saturday
2523,1,Thane,8,2023-08-05,10:00,Saturday
2524,1,Thane,6,2023-08-05,11:00,Saturday
2525,1,Thane,7,2023-08-05,12:00,Saturday
2526,1,Thane,8,2023-08-05,13:00,Saturday
2527,1,Thane,7,2023-08-05,14:00,Saturday
2528,1,Thane,7,2023-08-05,15:00,Saturday
2529,1,Thane,7,2023-08-05,16:00,Saturday
2530,1,Thane,8,2023-08-05,17:00,Saturday
2531,1,Thane,9,2023-08-05,18:00,Saturday
2532,1,Thane,7,2023-08-05,19:00,Saturday
2533,2,Malad East,3,2023-08-05,8:00,Saturday
2534,2,Malad East,5,2023-08-05,9:00,Saturday
2535,2,Malad East,7,2023-08-05,10:00,Saturday
2536,2,Malad East,8,2023-08-05,11:00,Saturday
2537,2,Malad East,9,2023-08-05,12:00,Saturday
2538,2,Malad East,7,2023-08-05,13:00,Saturday
2539,2,Malad East,8,2023-08-05,14:00,Saturday
2540,2,Malad East,9,2023-08-05,15:00,Saturday
2541,2,Malad East,7,2023-08-05,16:00,Saturday
2542,2,Malad East,7,2023-08-05,17:00,Saturday
2543,2,Malad East,9,2023-08-05,18:00,Saturday
2544,2,Malad East,9,2023-08-05,19:00,Saturday
2545,3,Kandivali,4,2023-08-05,8:00,Saturday
2546,3,Kandivali,7,2023-08-05,9:00,Saturday
2547,3,Kandivali,10,2023-08-05,10:00,Saturday
2548,3,Kandivali,8,2023-08-05,11:00,Saturday
2549,3,Kandivali,9,2023-08-05,12:00,Saturday
2550,3,Kandivali,8,2023-08-05,13:00,Saturday
2551,3,Kandivali,9,2023-08-05,14:00,Saturday
2552,3,Kandivali,9,2023-08-05,15:00,Saturday
2553,3,Kandivali,9,2023-08-05,16:00,Saturday
2554,3,Kandivali,8,2023-08-05,17:00,Saturday
2555,3,Kandivali,7,2023-08-05,18:00,Saturday
2556,3,Kandivali,7,2023-08-05,19:00,Saturday
2557,4,Goregaon East,4,2023-08-05,8:00,Saturday
2558,4,Goregaon East,7,2023-08-05,9:00,Saturday
2559,4,Goregaon East,9,2023-08-05,10:00,Saturday
2560,4,Goregaon East,10,2023-08-05,11:00,Saturday
2561,4,Goregaon East,10,2023-08-05,12:00,Saturday
2562,4,Goregaon East,8,2023-08-05,13:00,Saturday
2563,4,Goregaon East,9,2023-08-05,14:00,Saturday
2564,4,Goregaon East,8,2023-08-05,15:00,Saturday
2565,4,Goregaon East,9,2023-08-05,16:00,Saturday
2566,4,Goregaon East,7,2023-08-05,17:00,Saturday
2567,4,Goregaon East,7,2023-08-05,18:00,Saturday
2568,4,Goregaon East,7,2023-08-05,19:00,Saturday
2569,5,Andheri West,3,2023-08-05,8:00,Saturday
2570,5,Andheri West,4,2023-08-05,9:00,Saturday
2571,5,Andheri West,5,2023-08-05,10:00,Saturday
2572,5,Andheri West,7,2023-08-05,11:00,Saturday
2573,5,Andheri West,9,2023-08-05,12:00,Saturday
2574,5,Andheri West,10,2023-08-05,13:00,Saturday
2575,5,Andheri West,10,2023-08-05,14:00,Saturday
2576,5,Andheri West,10,2023-08-05,15:00,Saturday
2577,5,Andheri West,10,2023-08-05,16:00,Saturday
2578,5,Andheri West,10,2023-08-05,17:00,Saturday
2579,5,Andheri West,10,2023-08-05,18:00,Saturday
2580,5,Andheri West,10,2023-08-05,19:00,Saturday
2581,6,Pathanwadi,2,2023-08-05,8:00,Saturday
2582,6,Pathanwadi,5,2023-08-05,9:00,Saturday
2583,6,Pathanwadi,6,2023-08-05,10:00,Saturday
2584,6,Pathanwadi,8,2023-08-05,11:00,Saturday
2585,6,Pathanwadi,9,2023-08-05,12:00,Saturday
2586,6,Pathanwadi,8,2023-08-05,13:00,Saturday
2587,6,Pathanwadi,7,2023-08-05,14:00,Saturday
2588,6,Pathanwadi,7,2023-08-05,15:00,Saturday
2589,6,Pathanwadi,8,2023-08-05,16:00,Saturday
2590,6,Pathanwadi,8,2023-08-05,17:00,Saturday
2591,6,Pathanwadi,7,2023-08-05,18:00,Saturday
2592,6,Pathanwadi,7,2023-08-05,19:00,Saturday
2593,1,Thane,3,2023-08-06,8:00,Sunday
2594,1,Thane,5,2023-08-06,9:00,Sunday
2595,1,Thane,5,2023-08-06,10:00,Sunday
2596,1,Thane,9,2023-08-06,11:00,Sunday
2597,1,Thane,9,2023-08-06,12:00,Sunday
2598,1,Thane,8,2023-08-06,13:00,Sunday
2599,1,Thane,7,2023-08-06,14:00,Sunday
2600,1,Thane,8,2023-08-06,15:00,Sunday
2601,1,Thane,7,2023-08-06,16:00,Sunday
2602,1,Thane,7,2023-08-06,17:00,Sunday
2603,1,Thane,8,2023-08-06,18:00,Sunday
2604,1,Thane,7,2023-08-06,19:00,Sunday
2605,2,Malad East,2,2023-08-06,8:00,Sunday
2606,2,Malad East,3,2023-08-06,9:00,Sunday
2607,2,Malad East,5,2023-08-06,10:00,Sunday
2608,2,Malad East,5,2023-08-06,11:00,Sunday
2609,2,Malad East,7,2023-08-06,12:00,Sunday
2610,2,Malad East,9,2023-08-06,13:00,Sunday
2611,2,Malad East,7,2023-08-06,14:00,Sunday
2612,2,Malad East,7,2023-08-06,15:00,Sunday
2613,2,Malad East,7,2023-08-06,16:00,Sunday
2614,2,Malad East,9,2023-08-06,17:00,Sunday
2615,2,Malad East,8,2023-08-06,18:00,Sunday
2616,2,Malad East,8,2023-08-06,19:00,Sunday
2617,3,Kandivali,3,2023-08-06,8:00,Sunday
2618,3,Kandivali,5,2023-08-06,9:00,Sunday
2619,3,Kandivali,7,2023-08-06,10:00,Sunday
2620,3,Kandivali,9,2023-08-06,11:00,Sunday
2621,3,Kandivali,10,2023-08-06,12:00,Sunday
2622,3,Kandivali,8,2023-08-06,13:00,Sunday
2623,3,Kandivali,7,2023-08-06,14:00,Sunday
2624,3,Kandivali,8,2023-08-06,15:00,Sunday
2625,3,Kandivali,8,2023-08-06,16:00,Sunday
2626,3,Kandivali,8,2023-08-06,17:00,Sunday
2627,3,Kandivali,9,2023-08-06,18:00,Sunday
2628,3,Kandivali,9,2023-08-06,19:00,Sunday
2629,4,Goregaon East,4,2023-08-06,8:00,Sunday
2630,4,Goregaon East,5,2023-08-06,9:00,Sunday
2631,4,Goregaon East,7,2023-08-06,10:00,Sunday
2632,4,Goregaon East,8,2023-08-06,11:00,Sunday
2633,4,Goregaon East,9,2023-08-06,12:00,Sunday
2634,4,Goregaon East,10,2023-08-06,13:00,Sunday
2635,4,Goregaon East,10,2023-08-06,14:00,Sunday
2636,4,Goregaon East,10,2023-08-06,15:00,Sunday
2637,4,Goregaon East,10,2023-08-06,16:00,Sunday
2638,4,Goregaon East,10,2023-08-06,17:00,Sunday
2639,4,Goregaon East,10,2023-08-06,18:00,Sunday
2640,4,Goregaon East,10,2023-08-06,19:00,Sunday
2641,5,Andheri West,5,2023-08-06,8:00,Sunday
2642,5,Andheri West,6,2023-08-06,9:00,Sunday
2643,5,Andheri West,8,2023-08-06,10:00,Sunday
2644,5,Andheri West,8,2023-08-06,11:00,Sunday
2645,5,Andheri West,8,2023-08-06,12:00,Sunday
2646,5,Andheri West,8,2023-08-06,13:00,Sunday
2647,5,Andheri West,8,2023-08-06,14:00,Sunday
2648,5,Andheri West,9,2023-08-06,15:00,Sunday
2649,5,Andheri West,9,2023-08-06,16:00,Sunday
2650,5,Andheri West,7,2023-08-06,17:00,Sunday
2651,5,Andheri West,8,2023-08-06,18:00,Sunday
2652,5,Andheri West,9,2023-08-06,19:00,Sunday
2653,6,Pathanwadi,3,2023-08-06,8:00,Sunday
2654,6,Pathanwadi,4,2023-08-06,9:00,Sunday
2655,6,Pathanwadi,7,2023-08-06,10:00,Sunday
2656,6,Pathanwadi,9,2023-08-06,11:00,Sunday
2657,6,Pathanwadi,8,2023-08-06,12:00,Sunday
2658,6,Pathanwadi,9,2023-08-06,13:00,Sunday
2659,6,Pathanwadi,8,2023-08-06,14:00,Sunday
2660,6,Pathanwadi,7,2023-08-06,15:00,Sunday
2661,6,Pathanwadi,8,2023-08-06,16:00,Sunday
2662,6,Pathanwadi,7,2023-08-06,17:00,Sunday
2663,6,Pathanwadi,8,2023-08-06,18:00,Sunday
2664,6,Pathanwadi,8,2023-08-06,19:00,Sunday
2665,1,Thane,5,2023-08-07,8:00,Monday
2666,1,Thane,7,2023-08-07,9:00,Monday
2667,1,Thane,7,2023-08-07,10:00,Monday
2668,1,Thane,8,2023-08-07,11:00,Monday
2669,1,Thane,8,2023-08-07,12:00,Monday
2670,1,Thane,8,2023-08-07,13:00,Monday
2671,1,Thane,8,2023-08-07,14:00,Monday
2672,1,Thane,8,2023-08-07,15:00,Monday
2673,1,Thane,9,2023-08-07,16:00,Monday
2674,1,Thane,9,2023-08-07,17:00,Monday
2675,1,Thane,8,2023-08-07,18:00,Monday
2676,1,Thane,9,2023-08-07,19:00,Monday
2677,2,Malad East,4,2023-08-07,8:00,Monday
2678,2,Malad East,5,2023-08-07,9:00,Monday
2679,2,Malad East,6,2023-08-07,10:00,Monday
2680,2,Malad East,6,2023-08-07,11:00,Monday
2681,2,Malad East,6,2023-08-07,12:00,Monday
2682,2,Malad East,9,2023-08-07,13:00,Monday
2683,2,Malad East,9,2023-08-07,14:00,Monday
2684,2,Malad East,7,2023-08-07,15:00,Monday
2685,2,Malad East,8,2023-08-07,16:00,Monday
2686,2,Malad East,7,2023-08-07,17:00,Monday
2687,2,Malad East,8,2023-08-07,18:00,Monday
2688,2,Malad East,9,2023-08-07,19:00,Monday
2689,3,Kandivali,4,2023-08-07,8:00,Monday
2690,3,Kandivali,7,2023-08-07,9:00,Monday
2691,3,Kandivali,10,2023-08-07,10:00,Monday
2692,3,Kandivali,10,2023-08-07,11:00,Monday
2693,3,Kandivali,10,2023-08-07,12:00,Monday
2694,3,Kandivali,8,2023-08-07,13:00,Monday
2695,3,Kandivali,7,2023-08-07,14:00,Monday
2696,3,Kandivali,7,2023-08-07,15:00,Monday
2697,3,Kandivali,9,2023-08-07,16:00,Monday
2698,3,Kandivali,9,2023-08-07,17:00,Monday
2699,3,Kandivali,8,2023-08-07,18:00,Monday
2700,3,Kandivali,9,2023-08-07,19:00,Monday
2701,4,Goregaon East,3,2023-08-07,8:00,Monday
2702,4,Goregaon East,6,2023-08-07,9:00,Monday
2703,4,Goregaon East,9,2023-08-07,10:00,Monday
2704,4,Goregaon East,10,2023-08-07,11:00,Monday
2705,4,Goregaon East,7,2023-08-07,12:00,Monday
2706,4,Goregaon East,7,2023-08-07,13:00,Monday
2707,4,Goregaon East,7,2023-08-07,14:00,Monday
2708,4,Goregaon East,8,2023-08-07,15:00,Monday
2709,4,Goregaon East,7,2023-08-07,16:00,Monday
2710,4,Goregaon East,9,2023-08-07,17:00,Monday
2711,4,Goregaon East,8,2023-08-07,18:00,Monday
2712,4,Goregaon East,8,2023-08-07,19:00,Monday
2713,5,Andheri West,4,2023-08-07,8:00,Monday
2714,5,Andheri West,5,2023-08-07,9:00,Monday
